TA101 0,042 	A entspricht A 42⋅10-3 A. 
TF408 Was bedeutet an einem Abstimmelement eines Empfängers die Abkürzung AGC? 	A Automatische Verstärkungsregelung 
TF409 Welche Baugruppe könnte in einem Emp-fänger gegebenenfalls dazu verwendet wer-den, impulsförmige Störungen auszublen-den? 	A Noise Blanker 
TG101 Wie kann die hochfrequente Ausgangsleis-tung eines SSB-Senders vermindert wer-den? 	A Durch die Verringerung der NF-Ansteuerung und/oder durch Einfügung eines Dämpfungs-gliedes zwischen Steuersender und Endstufe. 
TG102 Welche der nachfolgenden Antworten trifft für die Wirkungsweise eines Transverters zu? 	A Ein Transverter setzt beim Empfangen z.B. ein 70-cm-Signal in das 10-m-Band und beim Sen-den das 10-m-Sendesignal auf das 70-cm-Band um. 
TG103 Was kann man tun, wenn der Hub bei einem Handfunkgerät oder Mobil-Transceiver zu groß ist? 	A Leiser ins Mikrofon sprechen. 
TG104 Was bewirkt in der Regel eine zu hohe Mik-rofonverstärkung bei einem SSB-Transcei-ver? 	A Splatter bei Stationen, die auf dem Nachbarka-nal arbeiten. 
TG105 Was bewirkt eine zu geringe Mikrofonver-stärkung bei einem SSB-Transceiver? 	A geringe Ausgangsleistung 
TG201 Wie heißt die Stufe in einem Sender, welche die Eigenschaft hat, leise Sprachsignale gegenüber den lauten etwas anzuheben? 	A Speech Processor 
TG202 Welche Schaltung in einem Sender bewirkt, dass der Transceiver allein durch die Stim-me auf Sendung geschaltet werden kann? 	A VOX 
TG203 Welche Anforderungen muss ein FM-Funk-gerät erfüllen, damit es für die Übertragung von Packet Radio mit 9600 Baud geeignet ist? 	A Es muss sende- und empfangsseitig den Fre-quenzbereich von 20 Hz bis 6 kHz möglichst linear übertragen können und die Zeit für die Sende-Empfangsumschaltung muss so kurz wie möglich sein z.B. < 10...100 ms. 
TG301 Ein Sender mit 1 Watt Ausgangsleistung ist an eine Endstufe mit einer Verstärkung  von 10 dB angeschlossen. Wie groß ist der Aus-gangspegel der Endstufe? 	A 10 dBW 
TG302 Ein HF-Leistungsverstärker hat eine Ver-stärkung von 16 dB. Welche HF-Ausgangs-leistung ist zu erwarten, wenn der Verstär-ker mit 1 W HF-Eingangsleistung angesteu-ert wird? 	A 40 W 
TG303 Die Ausgangsleistung eines Senders ist 	A die unmittelbar nach dem Senderausgang messbare Leistung, bevor sie Zusatzgeräte (z.B. Anpassgeräte) durchläuft. 
TG304 Die Spitzenleistung eines Senders ist die 	A HF-Leistung bei der höchsten Spitze der Hüll-kurve. 
TG305 Eine Verdopplung der Leistung entspricht wie viel dB? 	A 3 d
TG306 Die Ausgangsleistung eines FM-Senders 	A wird nicht durch die Modulation beeinflusst. 
TG307 Wie wird in der Regel die hochfrequente Ausgangsleistung eines SSB-Senders ver-mindert? 	A Durch die Verringerung der NF- Ansteuerung und/oder durch Einfügung eines Dämpfungs-gliedes zwischen Steuersender und Endstufe. 
TG401 Was kann man tun, wenn der Hub bei einem Handfunkgerät oder Mobil-Transceiver zu groß ist? 	A Leiser ins Mikrofon sprechen 
TG402 In welcher der folgenden Antworten sind Betriebsarten üblicher Kurzwellen-Transceiver aufgezählt? 	A USB, LSB, FM, AM, CW 
TG403 Wenn man beim Funkbetrieb mit einem Transceiver die Empfangsfrequenz gegen-über der Senderfrequenz geringfügig ver-stellen möchte, muss man 	A die RIT bedienen. 
TG404 Wie wird die Taste am Mikrofon bezeichnet, mit der man einen Transceiver auf Sendung schalten kann? 	A PTT 
TG405 Wie wird der Funkbetrieb bezeichnet, bei dem man einen Transceiver allein durch die Stimme auf Sendung schalten kann? 	A VOX-Betrieb 
TG501 Wodurch werden Tastklicks bei einem CW-Sender hervorgerufen? 	A Durch zu steile Flanken der Tastimpulse 
TG502 Welches Filter wäre zwischen Senderaus-gang und Antenne eingeschleift am besten zur Verringerung der Oberwellenausstrah-lungen geeignet? 	A Ein Tiefpassfilter 
TG503 Um Nachbarkanalstörungen zu minimieren, sollte die Übertragungsbandbreite bei SSB  	A höchstens 3 kHz betragen. 
TG504 Welche Schaltung wäre zwischen Sender-ausgang und Antenne eingeschleift am bes-ten zur Verringerung der Oberwellenaus-strahlungen geeignet? 	A  C 
TG505 Bei der erstmaligen Prüfung eines Senders sollten die Signale zunächst 	A in eine künstliche 50-Ω-Antenne eingespeist werden. 
TG506 Welche Filtercharakteristik würde sich am besten für einen KW-Mehrband-Sender eig-nen? 	A  C 
TH101 Was sind typische Kurzwellen-Amateurfunk-sendeantennen? 	A Langdraht-Antenne, Groundplane-Antenne, Yagiantenne, Dipolantenne, Windom-Antenne, Delta-Loop-Antenne 
TH102 Welche Antennenformen werden im VHF-UHF-Bereich bei den Funkamateuren in der Regel nicht verwendet? 	A Langdraht-Antennen 
TH103 Welche magnetischen Antennen eignen sich für Sendebetrieb und strahlen dabei im Nah-feld ein starkes magnetisches Feld ab? 	A Magnetische Ringantennen mit einem Umfang von etwa λ/10. 
TH104 Berechnen Sie die elektrische Länge eines 5/8-λ-langen Vertikalstrahlers für das 10-m-Band (28,5 MHz).  	A 6,58 m 
TH105 Sie wollen verschiedene Antennen testen, ob sie für den Funkbetrieb auf Kurzwelle für das 80-m-Band geeignet sind. Man stellt Ihnen jeweils drei Antennen zur Verfügung. Welches Angebot wählen sie, um nur die drei besonders geeigneten Antennen testen zu müssen? 	A Dipol, Delta-Loop, W3DZZ-Antenne 
TH106 Welche Antenne gehört nicht zu den sym-metrischen Antennen? 	A Groundplane 
TH107 Wie nennt man eine Schleifenantenne, die aus drei gleich langen Drahtstücken be-steht? 	A Delta-Loop-Antenne 
TH108 Bei welcher Länge hat eine Vertikalantenne die günstigsten Strahlungseigenschaften? 	A 5λ/8 
TH109 Eine Vertikalantenne erzeugt 	A einen flachen Abstrahlwinkel. 
TH110 Sie wollen eine Zweibandantenne für 160 und 80 m selbst bauen.   Welche der folgenden Antworten enthält die richtige Drahtlänge l zwischen den Schwingkreisen und die richtige Resonanz-frequenz fres der Kreise? 	A l beträgt zirka 40 m, fres liegt bei zirka 3,65 MHz. 
TH111 Die elektrischen Gegengewichte einer Groundplane-Antenne bezeichnet man auch als 	A Radiale. 
TH112 Das folgende Bild enthält eine einfache Richtantenne.   Die Bezeichnungen der Elemente in numeri-scher Reihenfolge lauten 	A 1 Reflektor, 2 Strahler und 3 Direktor. 
TH113 An welchem Element einer Yagi-Antenne erfolgt die Energieeinspeisung? Sie erfolgt am 	A Strahler 
TH201 Welche elektrische Länge muss eine Dipol-antenne haben, damit sie in Resonanz ist? 	A Sie muss ein ganzzahliges Vielfaches von λ/2 betragen. (n · λ/2, n=1, 2, 3...) 
TH202 Welches Strahlungsdiagramm ist der An-tenne richtig zugeordnet? 	A  Dipol 
TH203 Welchen Eingangs- bzw. Fußpunktwider-stand hat die Groundplane? 	A ca. 30 ... 50 Ω 
TH204 Die Impedanz in der Mitte eines Halbwellen-dipols beträgt je nach Aufbauhöhe ungefähr 	A 40 bis 80 Ω. 
TH205 Ein Faltdipol hat einen Eingangswiderstand von ungefähr 	A 240 Ω. 
TH206 Ein Halbwellendipol wird auf der Grundfre-quenz in der Mitte 	A stromgespeist. 
TH207 Welcher Prozentsatz entspricht dem Korrek-turfaktor, der üblicherweise für die Berech-nung der Länge einer Drahtantenne verwen-det wird? 	A 95 % 
TH208 Das folgende Bild enthält verschiedene UKW-Vertikalantennen.   In welcher der folgenden Zeilen ist die ent-sprechende Bezeichnung der Antenne rich-tig zugeordnet? 	A Bild 1 zeigt einen λ/4-Vertikalstrahler (Viertel-wellenstab). 
TH209 Das folgende Bild enthält verschiedene UKW-Antennen.   Welche der folgenden Antworten ist richtig? 	A Bild 1 zeigt eine horizontal polarisierte Yagi-Antenne. 
TH210 Eine Drahtantenne für den Amateurfunk im KW-Bereich 	A kann eine beliebige Länge haben. 
TH301 Am Ende einer Leitung ist nur noch ein Vier-tel der Leistung vorhanden. Wie groß ist das Dämpfungsmaß des Kabels? 	A 6 d
TH302 Am Ende einer Leitung ist nur noch ein Zehntel der Leistung vorhanden. Wie groß ist das Dämpfungsmaß des Kabels? 	A 10 d
TH303 Eine HF-Ausgangleistung von 100 W wird in eine angepasste Übertragungsleitung ein-gespeist. Am antennenseitigen Ende der Leitung beträgt die Leistung 50 W bei einem Stehwellenverhältnis von 1:1. Wie hoch ist die Leitungsdämpfung? 	A 3 d
TH304 Welcher der nachfolgenden Zusammenhän-ge ist richtig? 	A 0 dBm entspricht 1 mW; 3 dBm entspricht 2 mW; 20 dBm entspricht 100 mW 
TH305 Welche Dämpfung hat ein 25 m langes Ko-axkabel vom Typ Aircell 7 bei 145 MHz? (siehe hierzu beiliegendes Diagramm) 	A 1,9 d
TH306 Welche Dämpfung hat ein 20 m langes Ko-axkabel vom Typ RG 58 bei 29 MHz? (siehe hierzu beiliegendes Diagramm) 	A 1,8 d
TH307 Der Wellenwiderstand einer Leitung 	A ist im HF-Bereich in etwa konstant und unab-hängig vom Leitungsabschluss. 
TH308 Koaxialkabel weisen typischerweise Wel-lenwiderstände von 	A 50, 60 und 75 Ω auf. 
TH309 Welche Vorteile hat eine Paralleldraht-Speiseleitung gegenüber der Speisung über ein Koaxialkabel? 	A Sie hat geringere Dämpfung und hohe Span-nungsfestigkeit. 
TH310 Wann ist eine Speiseleitung unsymmet-risch? 	A Wenn die beiden Leiter unterschiedlich geformt sind, z.B. Koaxialkabel. 
TH311 Welche Leitungen sollten für die HF-Verbindungen zwischen Einrichtungen in der Amateurfunkstelle verwendet werden, um unerwünschte Abstrahlungen zu ver-meiden? 	A Hochwertige Koaxialkabel. 
TH312 Welches der folgenden Koaxsteckverbin-dersysteme ist für sehr hohe Frequenzen (70-cm-Band) und hohe Leistungen am bes-ten geeignet? 	A N 
TH401 Bei welchem Stehwellenverhältnis (VSWR) ist eine Antenne am besten an die Leitung angepasst? 	A 1 
TH402 Fehlanpassungen oder Beschädigungen von HF-Übertragungsleitungen 	A führen zu Reflektionen des übertragenen HF-Signals und einem erhöhten VSWR. 
TH403 Welche Auswirkungen hat es, wenn eine symmetrische Antenne (Dipol) mit einem Koaxkabel gleicher Impedanz gespeist wird? 	A Die Richtcharakteristik der Antenne wird ver-formt und es können Mantelwellen auftreten. 
TH404 Ein symmetrischer Halbwellendipol wird direkt über ein Koaxialkabel von einem Sen-der gespeist. Das Kabel ist senkrecht am Haus entlang verlegt und verursacht geringe Störungen. Um das Problem weiter zu ver-ringern, empfiehlt es sich 	A den Dipol über ein Symmetrierglied zu speisen. 
TH405 Auf einem Ferritkern sind etliche Windungen Koaxial-kabel aufgewickelt. Diese Anordnung kann dazu die-nen,  	A Mantelwellen zu dämpfen. 
TH406 Am Eingang einer Antennenleitung misst man ein VSWR von 3. Wie groß ist in etwa die rücklaufende Leistung am Messpunkt, wenn die vorlaufende Leistung dort 100 Watt beträgt? 	A 25 W 
TI101 Welche ionosphärischen Schichten bestim-men die Funkwellenausbreitung am Tage? 	A Die D-, E-, F1- und F2-Schicht 
TI102 Welche ionosphärischen Schichten bestim-men die Fernausbreitung in der Nacht? 	A Die F2-Schicht 
TI103 In welcher Höhe befinden sich die für die Fernausbreitung (DX) wichtigen ionosphäri-schen Schichten? Sie befinden sich in unge-fähr 	A 200 bis 500 km Höhe. 
TI104 Welchen Einfluss hat die D-Schicht auf die Fernausbreitung? 	A Die D-Schicht führt tagsüber zu starker Dämp-fung im 80- und 160-m-Band. 
TI105 Wie kommt die Fernausbreitung einer Funkwelle auf den Kurzwellenbändern zu-stande? Sie kommt zustande durch die Re-flexion an 	A elektrisch aufgeladenen Luftschichten in der Ionosphäre. 
TI106 Welche Schicht ist für die gute Ausbreitung im 10-m-Band in den Sommermonaten ver-antwortlich? 	A Die E-Schicht 
TI107 Die Sonnenfleckenzahl ist einem regelmäßi-gen Zyklus unterworfen. Welchen Zeitraum hat dieser Zyklus zirka? 	A 11 Jahre 
TI201 Die Ausbreitungsgeschwindigkeit freier elektromagnetischer Wellen beträgt etwa 	A 300 000 km/s. 
TI202 Unter der "Toten Zone" wird der Bereich verstanden, 	A der durch die Bodenwelle nicht mehr erreicht wird und durch die reflektierte Raumwelle noch nicht erreicht wird. 
TI203 Welche der folgenden Aussagen trifft für KW-Funkverbindungen zu, die über Boden-wellen erfolgen? 	A Die Bodenwelle folgt der Erdkrümmung und geht über den geografischen Horizont hinaus. Sie wird in höheren Frequenzbereichen stärker gedämpft als in niedrigeren Frequenzbereichen.
TI204 Wie groß ist in etwa die maximale Entfer-nung, die ein KW-Signal bei Reflexion an der E-Schicht auf der Erdoberfläche mit einem Sprung (Hop) überbrücken kann? 	A Etwa 2200 km 
TI205 Von welchem der genannten Parameter ist die Sprungdistanz abhängig, die ein KW-Signal auf der Erdoberfläche überbrücken kann? Sie ist abhängig  	A vom Abstrahlwinkel der Antenne. 
TI206 Bei der Ausbreitung auf Kurzwelle spielt die so genannte "Grey Line" eine besondere Rolle. Was ist die "Grey Line"? 	A Der Streifen der Dämmerungsphase vor Son-nenaufgang oder nach Sonnenuntergang. 
TI207 Was versteht man unter dem Begriff "Mögel-Dellinger-Effekt"? 	A Den totalen, zeitlich begrenzten Ausfall der Reflexion in der Ionosphäre. 
TI208 Ein plötzlicher Anstieg der Intensitäten von UV- und Röntgenstrahlung nach einem  Flare (Energieausbruch auf der Sonne) führt zu erhöhter Ionisierung der D-Schicht und damit zu kurzzeitigem Totalausfall der io-nosphärischen Kurzwellenausbreitung. Diese Erscheinung wird auch als  	A Mögel-Dellinger-Effekt bezeichnet. 
TI209 Unter dem Begriff "Short Skip" versteht man Funkverbindungen besonders im 10-m-Band mit Sprungentfernungen unter 1000 km, die 	A durch Reflexion an sporadischen E-Schichten ermöglicht werden. 
TI210 Warum sind Signale im 160- und 80-Meter-Band tagsüber nur schwach und nicht für den weltweiten Funkverkehr geeignet? Sie sind ungeeignet wegen der Tagesdämpfung in der 	A D-Schicht 
TI211 In welcher ionosphärischen Schicht treten gelegentlich Aurora-Erscheinungen auf? 	A In der E-Schicht 
TI212 Was bedeutet die „MUF“ bei der Kurzwel-lenausbreitung? 	A Höchste brauchbare Frequenz 
TI213 Wie nennt man den ionosphärischen Feld-stärkeschwund durch Überlagerung von Boden- und Raumwelle, der sich bei der Kurzwellenausbreitung besonders bei AM-Sendungen bemerkbar macht? 	A Fading 
TI301 Wie weit etwa reicht der Funkhorizont im UKW-Bereich über den geografischen Hori-zont hinaus? Er reicht etwa 	A 15 % weiter als der geografische Horizont. 
TI302 Überhorizontverbindungen im UHF/VHF-Bereich kommen u.a. zustande durch 	A Streuung der Wellen an troposphärischen Be-reichen unterschiedlicher Beschaffenheit. 
TI303 Für VHF-Weitverkehrsverbindungen wird hauptsächlich die 	A troposphärische Ausbreitung genutzt. 
TI304 Was ist die "Troposphäre"?  Die Troposphäre ist der 	A untere Teil der Atmosphäre, in der die Erschei-nungen des Wetters stattfinden. 
TI305 Wie wirkt die Antennenhöhe auf die Reich-weite einer UKW-Verbindung aus? Die Reichweite steigt mit zunehmender Anten-nenhöhe, weil  	A die optische Sichtweite zunimmt. 
TI306 Was ist die Ursache für Aurora-Erschei-nungen? Die Ursache ist 	A das Eindringen geladener Teilchen von der Sonne in die Atmosphäre. 
TI307 Wie wirkt sich "Aurora" auf die Signalquali-tät eines Funksignals aus? 	A CW-Signale haben einen flatternden und ver-brummten Ton. 
TI308 Welche Betriebsart eignet sich am besten für Auroraverbindungen? 	A CW 
TI309 Was verstehen Sie unter dem Begriff "Spo-radic-E"? Ich verstehe darunter 	A die Reflexion an lokal begrenzten Bereichen mit ungewöhnlich hoher Ionisation innerhalb der E-Schicht. 
TI310 In dem folgenden Geländeprofil sei S ein Sender im 2-m-Band, E1 bis E4 vier Emp-fangsstationen. Welche Funkstrecke geht wahrscheinlich am besten, welche am schlechtesten?  	A Am besten S-E3, am schlechtesten S-E1 
TJ101 Das Prinzip eines Drehspulmessgeräts be-ruht auf 	A der Wechselwirkung der Kräfte zwischen einem permanent magnetischen und einem elektro-magnetischen Feld. 
TJ102 Die Auflösung eines Messinstrumentes entspricht 	A der kleinsten Einteilung der Anzeige. 
TJ103 Was ist ein Dipmeter? Ein Dipmeter ist 	A ein abstimmbarer Oszillator mit einem Indikator, der anzeigt, wenn von einem ankoppelten Re-sonanzkreis bei einer Frequenz HF-Energie aufgenommen oder abgegeben wird. 
TJ104 Wozu wird ein Dipmeter beispielsweise ver-wendet? Ein Dipmeter wird zur 	A ungefähren Bestimmung der Resonanzfre-quenz eines Schwingkreises. 
TJ105 Welches dieser Messgeräte ist für die Er-mittlung der Resonanzfrequenz eines Traps, das für einen Dipol genutzt werden soll, am besten geeignet? 	A Ein Dipmeter 
TJ106 Wie ermittelt man die Resonanzfrequenz eines Schwingkreises? Man ermittelt sie 	A durch Messung von L und C und Berechnung oder z.B. mit einem Dipmeter. 
TJ107 Für welche Messungen verwendet man ein Oszilloskop? Ein Oszilloskop verwendet man, um 	A Signalverläufe sichtbar zu machen, um bei-spielsweise Verzerrungen zu erkennen. 
TJ108 Welches dieser Geräte wird für die Anzeige von NF-Verzerrungen verwendet? 	A Ein Oszilloskop 
TJ109 Eine künstliche Antenne für den VHF-Bereich könnte beispielsweise aus 	A ungewendelten Kohleschichtwiderständen zusammengebaut sein. 
TJ110 Welche der folgenden Bauteile könnten für eine genaue künstliche Antenne, die bei 28 MHz eingesetzt werden soll, verwendet werden? 	A 10 Kohleschichtwiderstände von 500 Ω 
TJ201 Welche Schaltung könnte dazu verwendet werden, den Wert eines Widerstandes an-hand des ohmschen Gesetzes zu ermitteln? 	A  C 
TJ202 Wie werden elektrische Spannungsmesser an Messobjekte angeschlossen und welche Anforderungen muss das Messgerät erfül-len, damit der Messfehler möglichst gering bleibt? 	A Der Spannungsmesser ist parallel zum Mess-objekt anzuschließen und sollte hochohmig sein. 
TJ203 Die Zeitbasis eines Oszilloskops ist so ein-gestellt, dass ein Skalenteil 0,5 ms ent-spricht. Welche Frequenz hat die angelegte Spannung?  	A 250 Hz. 
TJ204 Für welchen Zweck wird eine Stehwellen-messbrücke verwendet? 	A Zur Überprüfung der Anpassung des Senders an die Antenne. 
TJ205 Welche Spannung wird bei dem folgenden Messinstrument angezeigt, wenn dessen Messbereich auf 10 V eingestellt ist? 	A 2,93 V 
TJ206 An welcher Stelle einer Antennenanlage muss ein VSWR-Meter eingeschleift werden, um Aussagen über die Antenne selbst ma-chen zu können? Das VSWR-Meter muss eingeschleift werden zwischen 	A Antennenkabel und Antenne. 
TJ207 Ein Stehwellenmessgerät wird in ein ideal angepasstes Sender-/Antennensystem ein-geschleift. Das Messgerät sollte 	A ein Stehwellenverhältnis von 1 anzeigen. 
TJ208 Welches dieser Messgeräte ist für genaue Frequenzmessungen am besten geeignet? 	A Ein Frequenzzähler 
TJ209 Wie misst man das Stehwellenverhältnis? Man misst es 	A mit einer VSWR-Messbrücke. 
TJ210 Ein Stehwellenmessgerät wird eingesetzt bei Sendern zur Messung 	A der Antennenanpassung. 
TJ211 An welchem Punkt sollte das Stehwellen-messgerät eingeschleift werden, um zu prüfen, ob der Sender gut an die Antennen-anlage angepasst ist? 	A Punkt 1 
TK101 Wie äußert sich Zustopfen bzw. Blockierung eines Empfängers? 	A Durch den Rückgang der Empfindlichkeit und ggf. das Auftreten von Brodelgeräuschen. 
TK102 Welche Effekte werden durch Intermodulati-on hervorgerufen? 	A Es treten Phantomsignale auf, die bei Einschal-ten eines Abschwächers verschwinden. 
TK103 Welche Reaktion ist angebracht, wenn Stö-rungen im TV-Rundfunk beim Nachbarn nicht mit den zur Verfügung stehenden Mit-teln beseitigt werden können? 	A Sie empfehlen dem Nachbarn höflich, sich an die Bundesnetzagentur zur Prüfung der Stö-rungsursache zu wenden. 
TK104 Bei der Überprüfung des Ausgangssignals eines  Senders  sollte  die  Dämpfung  der Oberwellen mindestens 	A den geltenden Richtwerten entsprechen. 
TK105 In welchem Fall spricht man von Einströ-mungen bei EMV? Einströmungen liegen dann vor, wenn die HF  	A über Leitungen oder Kabel in das zu überprü-fende Gerät gelangt. 
TK106 In welchem Fall spricht man von Einstrah-lungen bei EMV? Einstrahlungen liegen dann vor, wenn die HF  	A über das ungenügend abgeschirmte Gehäuse in die Elektronik gelangt. 
TK107 Wie nennt man die elektromagnetische Stö-rung, die durch die Aussendung des reinen Nutzsignals beim Empfang anderer Fre-quenzen in benachbarten Empfängern auf-treten kann? 	A Blockierung oder störende Beeinflussung 
TK201 Wie kommen Geräusche aus den Lautspre-chern einer abgeschalteten Stereoanlage möglicherweise zustande? 	A Durch Gleichrichtung starker HF-Signale in der NF-Endstufe der Stereoanlage. 
TK202 Ein Fernsehgerät wird durch das Nutzsignal einer KW-Amateurfunkstelle gestört. Wie dringt das Signal mit größter Wahrschein-lichkeit in das Fernsehgerät ein? 	A Über jeden beliebigen Leitungsanschluss und/oder über die ZF-Stufen. 
TK203 Die Übersteuerung eines Leistungsverstär-kers führt zu 	A einem hohen Nebenwellenanteil. 
TK204 Die gesamte Bandbreite einer FM-Übertragung beträgt 15 kHz. Wie nah an der Bandgrenze kann ein Träger übertragen werden, ohne dass Außerbandaussendun-gen erzeugt werden? 	A 7,5 kHz. 
TK301 Durch welche Maßnahme kann die übermä-ßige Bandbreite einer 2-m-FM-Übertragung verringert werden? Sie kann verringert wer-den durch die Änderung der 	A Hubeinstellung 
TK302 Ein Sender sollte so betrieben werden, dass 	A er keine unerwünschten Aussendungen hervor-ruft. 
TK303 Durch eine Mantelwellendrossel in einem Fernseh-Antennenzuführungskabel 	A werden Gleichtakt-HF-Störsignale unterdrückt. 
TK304 Ein Funkamateur wohnt in einem Reihen-haus. An welcher Stelle sollte die KW-Draht-antenne angebracht werden, um störende Beeinflussungen auf ein Mindestmaß zu begrenzen? 	A Rechtwinklig zur Häuserzeile mit abgewandter Strahlungsrichtung 
TK305 Beim Betrieb Ihres 2-m-Senders wird bei einem Ihrer Nachbarn ein Fernsehempfän-ger gestört, der mit einer Zimmerantenne betrieben wird. Zur Behebung des Problems schlagen Sie dem Nachbarn vor, 	A eine außen angebrachte Fernsehantenne zu installieren. 
TK306 Die Bemühungen, die durch eine in der Nä-he befindliche Amateurfunkstelle hervorge-rufenen Fernsehstörungen zu verringern, sind fehlgeschlagen. Als nächster Schritt ist 	A die zuständige Außenstelle der Bundesnetz-agentur um Prüfung der Gegebenheiten zu bitten. 
TK307 Um die Störwahrscheinlichkeit zu verrin-gern, sollte die benutzte Sendeleistung 	A auf das für eine zufrieden stellende Kommuni-kation erforderliche Minimum eingestellt wer-den. 
TK308 Welches Filter sollte im Störungsfall für die Dämpfung von Kurzwellensignalen in ein Fernsehantennenkabel eingeschleift wer-den? 	A Ein Hochpassfilter 
TK309 Was sollte zur Herabsetzung starker Signale eines 28-MHz-Senders in das Fernseh-Antennenzuführungskabel eingeschleift werden? 	A Ein Hochpassfilter 
TK310 Welche Filter sollten im Störungsfall vor die einzelnen Leitungsanschlüsse eines UKW- oder Fernsehrundfunkgeräts oder ange-schlossener Geräte eingeschleift werden, um Kurzwellensignale zu dämpfen? 	A Ein Hochpassfilter vor dem Antennennan-schluss und zusätzlich je eine Ferritdrossel vor alle Leitungsanschlüsse der gestörten Geräte. 
TK311 Die Signale eines 144-MHz-Senders werden in das Koax-Antennenkabel eines FM-Rund-funkempfängers induziert und verursachen Störungen. Eine Möglichkeit zur Verringe-rung der Störungen besteht darin, 	A eine Mantelwellendrossel einzubauen. 
TK312 Um die Störwahrscheinlichkeit im eigenen Haus zu verringern, empfiehlt es sich vor-zugsweise 	A eine getrennte HF-Erdleitung zu verwenden. 
TK313 Bei der Hi-Fi-Anlage des Nachbarn wird Ein-strömung in die NF-Endstufe festgestellt. Eine mögliche Abhilfe wäre 	A geschirmte Lautsprecherleitungen zu verwen-den. 
TK314 Eine KW-Amateurfunkstelle verursacht im Sendebetrieb in einem in der Nähe betrie-benen Fernsehempfänger Störungen. Wel-ches Filter schleifen Sie in das Fernsehan-tennenkabel ein, um die Störwahrschein-lichkeit zu verringern? 	A  C 
TK315 Bei einem Wohnort in einem Ballungsgebiet empfiehlt es sich, während der abendlichen Fernsehstunden 	A mit keiner höheren Leistung zu senden als für eine sichere Kommunikation erforderlich ist. 
TK316 Falls sich eine Antenne in der Nähe und parallel zu einer 230-V-Wechselstrom-Frei-leitung befindet, 	A können Hochfrequenzströme eingekoppelt werden. 
TK317 Eine 435-MHz-Sendeantenne mit hohem Ge-winn ist unmittelbar auf eine UHF-Fernseh-Empfangsantenne gerichtet. Dies führt ge-gebenenfalls zu 	A einer Übersteuerung eines TV-Empfängers. 
TK318 Im Mittelwellenbereich ergeben sich häufig Spiegelfrequenzstörungen durch 	A Sender im 160-m-Band. 
TK319 Ein korrodierter Anschluss an der Fernseh-Empfangsantenne des Nachbarn 	A kann in Verbindung mit dem Signal naher Sen-der unerwünschte Mischprodukte erzeugen, die den Fernsehempfang stören. 
TL101 Um eine Amateurfunkstelle in Bezug auf EMV zu optimieren 	A sollten alle Einrichtungen mit einer guten HF-Erdung versehen werden. 
TL201 Nach welcher der Antworten kann die ERP (Effective Radiated Power) berechnet wer-den, und worauf ist die ERP bzw. der zu verwendende Antennengewinn bezogen? 	A PERP = (PSender – PVerluste) · GAntenne  bezogen auf einen Halbwellendipol 
TL202 Nach welcher der Antworten kann die EIRP berechnet werden, und worauf ist die EIRP bzw. der zu verwendende Antennengewinn bezogen? 	A PEIRP = (PSender – PVerluste) · GAntenne  bezogen auf einen isotropen Kugelstrahler 
TL203 Was versteht man unter dem Begriff "EIRP"? 	A Es ist das Produkt aus der zugeführten Leis-tung und dem Gewinnfaktor der Antenne und stellt die Leistung dar, die man einem isotropen Strahler zuführen müsste, damit dieser im Fern-feld dieselbe elektrische Feldstärke erzeugte, wie die Antenne. 
TL204 Ein Sender mit 0,6 Watt Ausgangsleistung ist über eine Antennenleitung, die 1 dB Ka-belverluste hat, an eine Richtantenne mit 11 dB Gewinn (auf Dipol bezogen) angeschlos-sen. Welche EIRP wird von der Antenne maximal abgestrahlt? 	A 9,8 Watt 
TL205 Ein Sender mit 5 Watt Ausgangsleistung ist über eine Antennenleitung, die 2 dB Kabel-verluste hat, an eine Antenne mit 5 dB Ge-winn (auf Dipol bezogen) angeschlossen. Welche EIRP wird von der Antenne maximal abgestrahlt? 	A 16,4 Watt 
TL206 Ein Sender mit 75 Watt Ausgangsleistung ist über eine Antennenleitung, die 2,15 dB (Fak-tor 1,64) Kabelverluste hat, an eine Dipol-Antenne angeschlossen. Welche EIRP wird von der Antenne maximal abgestrahlt? 	A 75 Watt 
TL207 Muss ein Funkamateur als Betreiber einer ortsfesten Amateurfunkstelle bei der Sende-art F3E und einer Senderleistung von 6 Watt an einer 15-Element-Yagiantenne mit 13 dB Gewinn für 2 m die Einhaltung der Perso-nenschutzgrenzwerte nachweisen? 	A Ja, er ist in diesem Fall verpflichtet die Einhal-tung der Personenschutzgrenzwerte nachzu-weisen. 
TL208 Sie besitzen einen λ/4-Vertikalstrahler. Da Sie für diese Antenne keine Selbsterklärung abgeben möchten und somit nur eine Strah-lungsleistung von kleiner 10 W EIRP ver-wenden dürfen, müssen Sie die Sendeleis-tung soweit reduzieren, dass sie unter die-sem Wert bleiben. Wie groß darf die Sende-leistung dabei sein? 	A kleiner 3 Watt (Zuleitungsverluste vernachläs-sigt) 
TL209 Sie möchten den Personenschutz-Sicher-heitsabstand für die Antenne Ihrer Amateur-funkstelle für das 10-m-Band und die Be-triebsart RTTY berechnen. Der Grenzwert im Fall des Personenschutzes beträgt 28 V/m. Sie betreiben einen Dipol, der von einem Sender mit einer Leistung von 100 W über ein Koaxialkabel gespeist wird. Die Kabel-dämpfung sei vernachlässigbar. Wie groß muss der Sicherheitsabstand sein? 	A 2,50 m 
